#  time                     r                       Ricci
0.000000000000    0.14137166941154069577   -6.02233502391746711169
0.000000000000    0.28274333882308139154   -8.97817547687042782911
0.000000000000    0.42411500823462211507  -11.82421668313405227480
0.000000000000    0.56548667764616278308  -11.99929126227830877838
0.000000000000    0.70685834705770345110  -11.99999995384754569727
0.000000000000    0.84823001646924423014  -11.99999999999999822364
0.000000000000    0.98960168588078489815  -12.00000000000000000000
0.000000000000    1.13097335529232556617  -12.00000000000000000000
0.000000000000    1.27234502470386634521  -12.00000000000000000000
0.000000000000    1.41371669411540690220  -12.00000000000000000000
0.000392699082    0.14137166941154069577   -6.02271380838151504378
0.000392699082    0.28274333882308139154   -8.97822075398494767740
0.000392699082    0.42411500823462211507  -11.82421762132443454618
0.000392699082    0.56548667764616278308  -11.99929126388366995570
0.000392699082    0.70685834705770345110  -11.99999995384767537132
0.000392699082    0.84823001646924423014  -11.99999999999999822364
0.000392699082    0.98960168588078489815  -12.00000000000000000000
0.000392699082    1.13097335529232556617  -12.00000000000000000000
0.000392699082    1.27234502470386634521  -12.00000000000000000000
0.000392699082    1.41371669411540690220  -12.00000000000000000000
0.000785398163    0.14137166941154069577   -6.02385013099400534742
0.000785398163    0.28274333882308139154   -8.97835658328797414640
0.000785398163    0.42411500823462211507  -11.82422043577404835446
0.000785398163    0.56548667764616278308  -11.99929126869553996926
0.000785398163    0.70685834705770345110  -11.99999995384805906440
0.000785398163    0.84823001646924423014  -11.99999999999999822364
0.000785398163    0.98960168588078489815  -12.00000000000000000000
0.000785398163    1.13097335529232556617  -12.00000000000000000000
0.000785398163    1.27234502470386634521  -12.00000000000000000000
0.000785398163    1.41371669411540690220  -12.00000000000000000000
0.001178097245    0.14137166941154069577   -6.02574389941876198407
0.001178097245    0.28274333882308139154   -8.97858295865790090318
0.001178097245    0.42411500823462211507  -11.82422512611830711649
0.001178097245    0.56548667764616278308  -11.99929127670130135641
0.001178097245    0.70685834705770345110  -11.99999995384869500015
0.001178097245    0.84823001646924423014  -11.99999999999999822364
0.001178097245    0.98960168588078489815  -12.00000000000000000000
0.001178097245    1.13097335529232556617  -12.00000000000000000000
0.001178097245    1.27234502470386634521  -12.00000000000000000000
0.001178097245    1.41371669411540690220  -12.00000000000000000000
0.001570796327    0.14137166941154069577   -6.02839495977140238381
0.001570796327    0.28274333882308139154   -8.97889986989206612122
0.001570796327    0.42411500823462211507  -11.82423169174962396255
0.001570796327    0.56548667764616278308  -11.99929128787991139404
0.001570796327    0.70685834705770345110  -11.99999995384957074407
0.001570796327    0.84823001646924423014  -11.99999999999999822364
0.001570796327    0.98960168588078489815  -12.00000000000000000000
0.001570796327    1.13097335529232556617  -12.00000000000000000000
0.001570796327    1.27234502470386634521  -12.00000000000000000000
0.001570796327    1.41371669411540690220  -12.00000000000000000000
0.001963495408    0.14137166941154069577   -6.03180309663320901592
0.001963495408    0.28274333882308139154   -8.97930730270674004601
0.001963495408    0.42411500823462211507  -11.82424013181747746160
0.001963495408    0.56548667764616278308  -11.99929130220191453304
0.001963495408    0.70685834705770345110  -11.99999995385067741438
0.001963495408    0.84823001646924423014  -11.99999999999999822364
0.001963495408    0.98960168588078489815  -12.00000000000000000000
0.001963495408    1.13097335529232556617  -12.00000000000000000000
0.001963495408    1.27234502470386634521  -12.00000000000000000000
0.001963495408    1.41371669411540690220  -12.00000000000000000000
0.002356194490    0.14137166941154069577   -6.03596803307059381893
0.002356194490    0.28274333882308139154   -8.97980523873715696936
0.002356194490    0.42411500823462211507  -11.82425044522852708440
0.002356194490    0.56548667764616278308  -11.99929131962943884560
0.002356194490    0.70685834705770345110  -11.99999995385199369480
0.002356194490    0.84823001646924423014  -11.99999999999999822364
0.002356194490    0.98960168588078489815  -12.00000000000000000000
0.002356194490    1.13097335529232556617  -12.00000000000000000000
0.002356194490    1.27234502470386634521  -12.00000000000000000000
0.002356194490    1.41371669411540690220  -12.00000000000000000000
0.002748893572    0.14137166941154069577   -6.04088943066013328576
0.002748893572    0.28274333882308139154   -8.98039365553752411131
0.002748893572    0.42411500823462211507  -11.82426263064674643033
0.002748893572    0.56548667764616278308  -11.99929134011618714339
0.002748893572    0.70685834705770345110  -11.99999995385350537447
0.002748893572    0.84823001646924423014  -11.99999999999999822364
0.002748893572    0.98960168588078489815  -12.00000000000000000000
0.002748893572    1.13097335529232556617  -12.00000000000000000000
0.002748893572    1.27234502470386634521  -12.00000000000000000000
0.002748893572    1.41371669411540690220  -12.00000000000000000000
0.003141592654    0.14137166941154069577   -6.04656688951922483000
0.003141592654    0.28274333882308139154   -8.98107252658105181808
0.003141592654    0.42411500823462211507  -11.82427668649358665220
0.003141592654    0.56548667764616278308  -11.99929136360744230672
0.003141592654    0.70685834705770345110  -11.99999995385518580804
0.003141592654    0.84823001646924423014  -11.99999999999999822364
0.003141592654    0.98960168588078489815  -12.00000000000000000000
0.003141592654    1.13097335529232556617  -12.00000000000000000000
0.003141592654    1.27234502470386634521  -12.00000000000000000000
0.003141592654    1.41371669411540690220  -12.00000000000000000000
0.003534291735    0.14137166941154069577   -6.05299994834239551977
0.003534291735    0.28274333882308139154   -8.98184182125999619473
0.003534291735    0.42411500823462211507  -11.82429261094819139544
0.003534291735    0.56548667764616278308  -11.99929139004006017899
0.003534291735    0.70685834705770345110  -11.99999995385701012651
0.003534291735    0.84823001646924423014  -11.99999999999999822364
0.003534291735    0.98960168588078489815  -12.00000000000000000000
0.003534291735    1.13097335529232556617  -12.00000000000000000000
0.003534291735    1.27234502470386634521  -12.00000000000000000000
0.003534291735    1.41371669411540690220  -12.00000000000000000000
0.003926990817    0.14137166941154069577   -6.06018808444324363904
0.003926990817    0.28274333882308139154   -8.98270150488570884306
0.003926990817    0.42411500823462211507  -11.82431040194759752637
0.003926990817    0.56548667764616278308  -11.99929141934246956680
0.003926990817    0.70685834705770345110  -11.99999995385894280275
0.003926990817    0.84823001646924423014  -11.99999999999999822364
0.003926990817    0.98960168588078489815  -12.00000000000000000000
0.003926990817    1.13097335529232556617  -12.00000000000000000000
0.003926990817    1.27234502470386634521  -12.00000000000000000000
0.003926990817    1.41371669411540690220  -12.00000000000000000000
0.004319689899    0.14137166941154069577   -6.06813071380208324257
0.004319689899    0.28274333882308139154   -8.98365153868870613962
0.004319689899    0.42411500823462211507  -11.82433005718702823117
0.004319689899    0.56548667764616278308  -11.99929145143466158174
0.004319689899    0.70685834705770345110  -11.99999995386095363870
0.004319689899    0.84823001646924423014  -11.99999999999999822364
0.004319689899    0.98960168588078489815  -12.00000000000000000000
0.004319689899    1.13097335529232556617  -12.00000000000000000000
0.004319689899    1.27234502470386634521  -12.00000000000000000000
0.004319689899    1.41371669411540690220  -12.00000000000000000000
0.004712388980    0.14137166941154069577   -6.07682719111928726363
0.004712388980    0.28274333882308139154   -8.98469187981876693527
0.004712388980    0.42411500823462211507  -11.82435157412015591660
0.004712388980    0.56548667764616278308  -11.99929148622819496950
0.004712388980    0.70685834705770345110  -11.99999995386300355449
0.004712388980    0.84823001646924423014  -11.99999999999999822364
0.004712388980    0.98960168588078489815  -12.00000000000000000000
0.004712388980    1.13097335529232556617  -12.00000000000000000000
0.004712388980    1.27234502470386634521  -12.00000000000000000000
0.004712388980    1.41371669411540690220  -12.00000000000000000000
0.005105088062    0.14137166941154069577   -6.08627680987430963455
0.005105088062    0.28274333882308139154   -8.98582248134503025483
0.005105088062    0.42411500823462211507  -11.82437494995943261245
0.005105088062    0.56548667764616278308  -11.99929152362618722805
0.005105088062    0.70685834705770345110  -11.99999995386504991757
0.005105088062    0.84823001646924423014  -11.99999999999999822364
0.005105088062    0.98960168588078489815  -12.00000000000000000000
0.005105088062    1.13097335529232556617  -12.00000000000000000000
0.005105088062    1.27234502470386634521  -12.00000000000000000000
0.005105088062    1.41371669411540690220  -12.00000000000000000000
0.005497787144    0.14137166941154069577   -6.09647880239045392159
0.005497787144    0.28274333882308139154   -8.98704329225613207655
0.005497787144    0.42411500823462211507  -11.82440018167644701919
0.005497787144    0.56548667764616278308  -11.99929156352330217317
0.005497787144    0.70685834705770345110  -11.99999995386705009537
0.005497787144    0.84823001646924423014  -11.99999999999999822364
0.005497787144    0.98960168588078489815  -12.00000000000000000000
0.005497787144    1.13097335529232556617  -12.00000000000000000000
0.005497787144    1.27234502470386634521  -12.00000000000000000000
0.005497787144    1.41371669411540690220  -12.00000000000000000000
0.005890486225    0.14137166941154069577   -6.10743233990533873623
0.005890486225    0.28274333882308139154   -8.98835425746035099337
0.005890486225    0.42411500823462211507  -11.82442726600230109568
0.005890486225    0.56548667764616278308  -11.99929160580576059658
0.005890486225    0.70685834705770345110  -11.99999995386894902083
0.005890486225    0.84823001646924423014  -11.99999999999999822364
0.005890486225    0.98960168588078489815  -12.00000000000000000000
0.005890486225    1.13097335529232556617  -12.00000000000000000000
0.005890486225    1.27234502470386634521  -12.00000000000000000000
0.005890486225    1.41371669411540690220  -12.00000000000000000000
0.006283185307    0.14137166941154069577   -6.11913653264705281742
0.006283185307    0.28274333882308139154   -8.98975531778578940134
0.006283185307    0.42411500823462211507  -11.82445619942802039759
0.006283185307    0.56548667764616278308  -11.99929165035132072603
0.006283185307    0.70685834705770345110  -11.99999995387069695596
0.006283185307    0.84823001646924423014  -11.99999999999999822364
0.006283185307    0.98960168588078489815  -12.00000000000000000000
0.006283185307    1.13097335529232556617  -12.00000000000000000000
0.006283185307    1.27234502470386634521  -12.00000000000000000000
0.006283185307    1.41371669411540690220  -12.00000000000000000000
0.006675884389    0.14137166941154069577   -6.13159042991601221928
0.006675884389    0.28274333882308139154   -8.99124640998057245156
0.006675884389    0.42411500823462211507  -11.82448697820500349565
0.006675884389    0.56548667764616278308  -11.99929169702927289620
0.006675884389    0.70685834705770345110  -11.99999995387223528098
0.006675884389    0.84823001646924423014  -11.99999999999999822364
0.006675884389    0.98960168588078489815  -12.00000000000000000000
0.006675884389    1.13097335529232556617  -12.00000000000000000000
0.006675884389    1.27234502470386634521  -12.00000000000000000000
0.006675884389    1.41371669411540690220  -12.00000000000000000000
0.007068583471    0.14137166941154069577   -6.14479302017249828793
0.007068583471    0.28274333882308139154   -8.99282746671307187114
0.007068583471    0.42411500823462211507  -11.82451959834549448658
0.007068583471    0.56548667764616278308  -11.99929174570044310144
0.007068583471    0.70685834705770345110  -11.99999995387350359977
0.007068583471    0.84823001646924423014  -11.99999999999999822364
0.007068583471    0.98960168588078489815  -12.00000000000000000000
0.007068583471    1.13097335529232556617  -12.00000000000000000000
0.007068583471    1.27234502470386634521  -12.00000000000000000000
0.007068583471    1.41371669411540690220  -12.00000000000000000000
0.007461282552    0.14137166941154069577   -6.15874323112981780781
0.007461282552    0.28274333882308139154   -8.99449841657214221868
